service_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday,start_date,end_date
126,1,1,1,1,1,0,0,20260419,20260420
127,1,1,1,1,1,0,0,20260423,20260519
128,1,1,1,1,1,0,0,20260419,20260421
129,0,0,0,0,0,1,0,20260423,20260519
130,0,0,0,0,0,1,0,20260419,20260421
131,1,1,1,1,1,0,0,20260423,20260519
132,0,0,0,0,0,1,0,20260419,20260421
133,1,1,1,1,1,0,0,20260423,20260519
134,1,1,1,1,1,0,0,20260419,20260421
135,0,0,0,0,0,1,0,20260423,20260519
136,1,1,1,1,1,1,0,20260423,20260519
137,1,1,1,1,1,1,0,20260419,20260421
138,1,1,1,1,1,0,0,20260423,20260519
139,1,1,1,1,1,1,0,20260419,20260421
140,1,1,1,1,1,0,0,20260419,20260421
141,1,1,1,1,1,1,0,20260423,20260519
142,0,0,0,0,0,1,0,20260419,20260421
143,0,0,0,0,0,1,0,20260423,20260519
144,1,1,1,1,1,0,0,20260419,20260421
145,1,1,1,1,1,0,0,20260423,20260519
146,1,1,1,1,1,1,0,20260423,20260519
147,1,1,1,1,1,0,0,20260423,20260519
148,1,1,1,1,1,1,0,20260419,20260420
149,1,1,1,1,1,0,0,20260419,20260420
150,1,1,1,1,1,0,0,20260419,20260420
151,0,0,0,0,0,1,0,20260419,20260420
152,0,0,0,0,0,1,0,20260423,20260519
153,1,1,1,1,1,0,0,20260423,20260519
154,1,1,1,1,1,0,0,20260423,20260519
155,1,1,1,1,1,0,0,20260419,20260420
156,1,1,1,1,1,0,0,20260423,20260519
157,1,1,1,1,1,0,0,20260419,20260421
158,0,0,0,0,1,0,0,20260419,20260421
159,0,0,0,0,1,0,0,20260423,20260519
160,1,1,1,1,1,0,0,20260419,20260421
161,1,1,1,1,1,0,0,20260423,20260519
162,1,1,1,1,1,1,0,20260419,20260420
163,1,1,1,1,1,1,0,20260423,20260519
164,1,1,1,1,1,0,0,20260423,20260519
165,1,1,1,1,1,0,0,20260419,20260421
166,1,1,1,1,1,0,0,20260419,20260421
167,1,1,1,1,1,0,0,20260423,20260519
168,1,1,1,1,1,0,0,20260419,20260421
169,1,1,1,1,1,0,0,20260423,20260519
170,1,1,1,1,1,0,0,20260423,20260519
171,0,0,0,0,0,1,0,20260419,20260421
172,0,0,0,0,0,1,0,20260423,20260519
173,1,1,1,1,1,0,0,20260419,20260421
174,0,0,0,0,0,1,0,20260423,20260519
175,1,1,1,1,1,0,0,20260423,20260519
176,1,1,1,1,1,0,0,20260419,20260421
177,0,0,0,0,0,1,0,20260419,20260421
178,1,1,1,1,1,1,0,20260423,20260519
179,1,1,1,1,1,1,0,20260419,20260420
180,1,1,1,1,1,1,0,20260419,20260421
181,1,1,1,1,1,1,0,20260423,20260519
182,1,1,1,1,1,1,0,20260419,20260420
183,0,0,0,0,0,1,0,20260419,20260420
184,0,0,0,0,0,1,0,20260423,20260519
185,1,1,1,1,1,0,0,20260419,20260420
186,1,1,1,1,1,0,0,20260423,20260519
187,1,1,1,1,1,1,0,20260423,20260519
188,1,1,1,1,1,0,0,20260419,20260421
189,1,1,1,1,1,0,0,20260423,20260519
190,1,1,1,1,1,0,0,20260419,20260420
191,1,1,1,1,1,0,0,20260423,20260519
192,1,1,1,1,1,0,0,20260419,20260519
193,1,1,1,1,1,0,0,20260423,20260519
194,1,1,1,1,1,0,0,20260419,20260420
195,1,1,1,1,1,1,0,20260423,20260519
196,0,0,0,0,0,1,0,20260423,20260519
197,1,1,1,1,1,1,0,20260419,20260421
198,1,1,1,1,1,0,0,20260423,20260519
199,1,1,1,1,1,0,0,20260419,20260421
200,0,0,0,0,0,1,0,20260419,20260421
201,1,1,1,1,1,0,0,20260419,20260420
202,1,1,1,1,1,0,0,20260423,20260519
203,1,1,1,1,1,0,0,20260419,20260421
204,1,1,1,1,1,0,0,20260423,20260519
205,0,0,0,0,0,1,0,20260423,20260519
206,1,1,1,1,1,0,0,20260423,20260519
207,0,0,0,0,0,1,0,20260419,20260420
208,1,1,1,1,1,0,0,20260419,20260420
209,1,1,1,1,1,0,0,20260419,20260421
210,1,1,1,1,1,0,0,20260423,20260519
211,1,1,1,1,1,0,0,20260419,20260420
212,1,1,1,1,1,0,0,20260423,20260519
213,1,1,1,1,1,0,0,20260419,20260421
214,1,1,1,1,1,1,0,20260419,20260421
215,1,1,1,1,1,1,0,20260423,20260519
216,1,1,1,1,1,0,0,20260423,20260519
217,0,0,0,0,0,1,0,20260419,20260421
218,0,0,0,0,0,1,0,20260423,20260519
219,1,1,1,1,1,0,0,20260423,20260519
220,1,1,1,1,1,0,0,20260419,20260420
221,1,1,1,1,1,1,0,20260423,20260519
222,1,1,1,1,1,1,0,20260419,20260420
223,1,1,1,1,1,1,0,20260423,20260519
224,1,1,1,1,1,1,0,20260419,20260420
225,1,1,1,1,1,0,0,20260419,20260420
226,1,1,1,1,1,0,0,20260423,20260519
227,1,1,1,1,1,0,0,20260419,20260420
228,1,1,1,1,1,1,0,20260423,20260519
229,1,1,1,1,1,1,0,20260419,20260420
230,1,1,1,1,1,0,0,20260423,20260519
231,1,1,1,1,1,1,0,20260423,20260519
232,1,1,1,1,1,0,0,20260423,20260519
233,1,1,1,1,1,0,0,20260419,20260420
234,1,1,1,1,1,1,0,20260419,20260420
235,1,1,1,1,1,0,0,20260419,20260420
236,1,1,1,1,1,1,0,20260423,20260519
237,1,1,1,1,1,1,0,20260419,20260420
238,0,0,0,0,0,1,0,20260419,20260420
239,0,0,0,0,0,1,0,20260423,20260519
240,1,1,1,1,1,0,0,20260423,20260519
241,1,1,1,1,1,0,0,20260419,20260420
242,1,1,1,1,1,0,0,20260423,20260519
243,1,1,1,1,1,0,0,20260423,20260519
244,1,1,1,1,1,0,0,20260419,20260420
245,1,1,1,1,1,0,0,20260423,20260519
246,1,1,1,1,1,0,0,20260419,20260421
247,1,1,1,1,1,0,0,20260419,20260421
248,1,1,1,1,1,0,0,20260423,20260519
249,1,1,1,1,1,0,0,20260419,20260421
250,1,1,1,1,1,0,0,20260423,20260519
251,0,0,0,0,0,1,0,20260423,20260519
252,0,0,0,0,0,1,0,20260419,20260420
253,1,1,1,1,1,0,0,20260419,20260421
254,1,1,1,1,1,0,0,20260423,20260519
255,1,1,1,1,1,0,0,20260423,20260519
256,1,1,1,1,1,0,0,20260419,20260421
257,1,1,1,1,1,0,0,20260423,20260519
258,1,1,1,1,1,0,0,20260419,20260420
259,1,1,1,1,1,0,0,20260423,20260519
260,1,1,1,1,1,0,0,20260419,20260421
261,1,1,1,1,1,0,0,20260419,20260519
262,0,0,0,0,1,0,0,20260419,20260519
263,0,0,0,0,0,1,0,20260419,20260519
264,0,0,0,0,0,1,0,20260419,20260519
265,1,1,1,1,1,0,0,20260419,20260519
266,0,0,0,0,1,0,0,20260419,20260519
267,0,0,0,0,0,1,0,20260419,20260519
268,0,0,0,0,0,1,0,20260419,20260519
269,1,1,1,1,1,0,0,20260419,20260519
270,1,1,1,1,1,1,0,20260419,20260519
271,1,1,1,1,1,0,0,20260419,20260421
272,1,1,1,1,1,0,0,20260423,20260519
273,0,0,0,0,0,1,0,20260423,20260519
274,0,0,0,0,0,0,1,20260423,20260519
275,1,1,1,1,1,1,0,20260423,20260519
276,0,0,0,0,0,0,1,20260419,20260420
277,1,1,1,1,1,1,0,20260419,20260420
278,1,1,1,1,1,0,0,20260419,20260420
279,1,1,1,1,1,0,0,20260423,20260519
280,0,0,0,0,0,1,0,20260419,20260420
281,1,1,1,1,1,0,0,20260423,20260519
282,1,1,1,1,1,0,0,20260419,20260420
283,1,1,1,1,1,0,0,20260423,20260519
284,1,1,1,1,1,0,0,20260419,20260420
285,1,1,1,1,1,1,1,20260419,20260519
286,0,0,0,0,0,1,0,20260419,20260519
287,1,1,1,1,1,0,1,20260419,20260519
288,1,1,1,1,1,0,0,20260423,20260519
289,1,1,1,1,1,0,0,20260419,20260420
290,1,1,1,1,1,1,0,20260419,20260519
291,1,1,1,1,1,0,0,20260419,20260519
292,0,0,0,0,0,1,0,20260419,20260519
293,1,1,1,1,1,0,0,20260419,20260421
294,1,1,1,1,1,0,0,20260423,20260519
295,1,1,1,1,1,1,0,20260419,20260421
296,1,1,1,1,1,0,0,20260423,20260519
297,1,1,1,1,1,0,0,20260419,20260421
298,1,1,1,1,1,1,0,20260423,20260519
299,1,1,1,1,1,0,0,20260419,20260420
300,1,1,1,1,1,0,0,20260423,20260519
301,1,1,1,1,1,0,0,20260423,20260519
302,1,1,1,1,1,0,0,20260419,20260420
303,1,1,1,1,1,0,0,20260423,20260519
304,1,1,1,1,1,0,0,20260419,20260420
305,1,1,1,1,1,0,0,20260419,20260420
306,1,1,1,1,1,0,0,20260423,20260519
307,0,0,0,0,0,0,1,20260419,20260420
308,0,0,0,0,0,0,1,20260423,20260519
309,1,1,1,1,1,0,0,20260419,20260420
310,1,1,1,1,1,0,0,20260423,20260519
311,1,1,1,1,1,0,0,20260419,20260421
312,0,0,0,0,0,1,0,20260419,20260421
313,1,1,1,1,1,0,0,20260423,20260519
314,1,1,1,1,1,1,0,20260423,20260519
315,0,0,0,0,0,1,0,20260423,20260519
316,1,1,1,1,1,1,0,20260419,20260421
317,1,1,1,1,1,0,0,20260423,20260519
318,1,1,1,1,1,0,0,20260419,20260421
319,1,1,1,1,1,0,0,20260419,20260420
320,1,1,1,1,1,0,0,20260423,20260519
321,1,1,1,1,1,0,0,20260419,20260420
322,1,1,1,1,1,0,0,20260423,20260519
323,1,1,1,1,1,0,0,20260423,20260519
324,1,1,1,1,1,0,0,20260419,20260420
325,1,1,1,1,1,0,0,20260423,20260519
326,1,1,1,1,1,0,0,20260419,20260420
327,1,1,1,1,1,0,0,20260423,20260519
328,1,1,1,1,1,0,0,20260419,20260420
329,1,1,1,1,1,0,0,20260419,20260421
330,0,0,0,0,0,1,0,20260423,20260519
331,1,1,1,1,1,0,0,20260423,20260519
332,0,0,0,0,0,1,0,20260419,20260421
333,1,1,1,1,1,0,0,20260423,20260519
334,1,1,1,1,1,0,0,20260419,20260420
335,1,1,1,1,1,0,0,20260423,20260519
336,1,1,1,1,1,0,0,20260419,20260421
337,0,0,0,0,0,0,1,20260423,20260519
338,0,0,0,0,0,0,1,20260419,20260420
339,1,1,1,1,1,0,0,20260419,20260420
340,1,1,1,1,1,0,0,20260423,20260519
341,1,1,1,1,1,1,0,20260423,20260519
342,1,1,1,1,1,1,0,20260419,20260420
343,1,1,1,1,1,0,0,20260419,20260421
344,1,1,1,1,1,0,0,20260423,20260519
345,1,1,1,1,1,0,0,20260419,20260421
346,1,1,1,1,1,0,0,20260423,20260519
347,1,1,1,1,1,0,0,20260423,20260519
348,1,1,1,1,1,0,0,20260419,20260420
349,1,1,1,1,1,0,0,20260419,20260519
350,1,1,1,1,1,0,0,20260419,20260519
351,1,1,1,1,1,0,0,20260423,20260519
352,0,0,0,0,0,1,0,20260423,20260519
353,0,0,0,0,0,1,0,20260419,20260421
354,1,1,1,1,1,0,0,20260419,20260421
355,1,1,1,1,1,0,0,20260419,20260421
356,1,1,1,1,1,0,0,20260423,20260519
357,1,1,1,1,1,0,0,20260419,20260519
358,0,0,0,0,0,1,0,20260419,20260519
359,0,0,0,0,0,1,0,20260419,20260421
360,1,1,1,1,1,1,0,20260419,20260421
361,0,0,0,0,0,1,0,20260423,20260519
362,1,1,1,1,1,1,0,20260423,20260519
363,1,1,1,1,1,0,0,20260419,20260421
364,1,1,1,1,1,0,0,20260423,20260519
365,1,1,1,1,1,0,0,20260419,20260421
366,1,1,1,1,1,0,0,20260423,20260519
367,1,1,1,1,1,0,0,20260419,20260421
368,1,1,1,1,1,0,0,20260423,20260519
369,1,1,1,1,1,0,0,20260419,20260420
370,1,1,1,1,1,0,0,20260423,20260519
371,1,1,1,1,1,0,0,20260419,20260420
372,1,1,1,1,1,0,0,20260423,20260519
373,1,1,1,1,1,0,0,20260423,20260519
374,1,1,1,1,1,0,0,20260419,20260421
375,0,0,0,0,0,1,0,20260423,20260519
376,0,0,0,0,0,1,0,20260419,20260421
377,1,1,1,1,1,0,0,20260419,20260421
378,0,0,0,0,0,1,0,20260423,20260519
379,1,1,1,1,1,0,0,20260423,20260519
380,0,0,0,0,0,1,0,20260419,20260421
381,1,1,1,1,1,1,0,20260423,20260519
382,1,1,1,1,1,0,0,20260423,20260519
383,1,1,1,1,1,1,0,20260419,20260421
384,1,1,1,1,1,0,0,20260419,20260421
385,1,1,1,1,1,1,0,20260423,20260519
386,1,1,1,1,1,0,0,20260419,20260420
387,0,0,0,0,0,1,0,20260423,20260519
388,0,0,0,0,0,1,0,20260419,20260420
389,1,1,1,1,1,0,0,20260423,20260519
390,1,1,1,1,1,1,0,20260419,20260420
391,1,1,1,1,1,0,0,20260423,20260519
392,1,1,1,1,1,0,0,20260419,20260420
393,1,1,1,1,1,1,0,20260423,20260519
394,1,1,1,1,1,1,0,20260419,20260420
395,1,1,1,1,1,0,0,20260419,20260421
396,0,0,0,0,0,1,0,20260423,20260519
397,0,0,0,0,0,1,0,20260419,20260421
398,1,1,1,1,1,0,0,20260423,20260519
399,0,0,0,0,0,1,0,20260419,20260519
400,1,1,1,1,1,0,0,20260419,20260519
401,1,1,1,1,1,0,0,20260423,20260519
402,0,0,0,0,0,1,0,20260423,20260519
403,1,1,1,1,1,0,0,20260419,20260420
404,0,0,0,0,0,1,0,20260419,20260420
405,1,1,1,1,1,0,0,20260423,20260519
406,1,1,1,1,1,0,0,20260419,20260420
407,1,1,1,1,1,0,0,20260419,20260420
408,1,1,1,1,1,0,0,20260423,20260519
409,1,1,1,1,1,1,0,20260423,20260519
410,0,0,0,0,0,1,0,20260423,20260519
411,1,1,1,1,1,0,0,20260423,20260519
412,1,1,1,1,1,1,0,20260419,20260421
413,1,1,1,1,1,0,0,20260419,20260421
414,0,0,0,0,0,1,0,20260419,20260421
415,1,1,1,1,1,0,0,20260423,20260519
416,1,1,1,1,1,1,0,20260423,20260519
417,1,1,1,1,1,1,0,20260419,20260420
418,0,0,0,0,0,1,0,20260419,20260420
419,1,1,1,1,1,0,0,20260419,20260420
420,0,0,0,0,0,1,0,20260423,20260519
421,1,1,1,1,1,0,0,20260423,20260519
422,1,1,1,1,1,0,0,20260419,20260420
423,1,1,1,1,1,0,0,20260419,20260420
424,1,1,1,1,1,0,0,20260423,20260519
425,0,0,0,0,0,1,0,20260419,20260420
426,0,0,0,0,0,1,0,20260423,20260519
427,1,1,1,1,1,0,0,20260423,20260519
428,1,1,1,1,1,0,0,20260419,20260420
429,0,0,0,0,0,1,0,20260419,20260420
430,0,0,0,0,0,1,0,20260423,20260519
431,1,1,1,1,1,0,0,20260419,20260420
432,1,1,1,1,1,0,0,20260423,20260519
433,1,1,1,1,1,0,0,20260423,20260519
434,1,1,1,1,1,0,0,20260419,20260421
435,1,1,1,1,1,0,0,20260419,20260421
436,1,1,1,1,1,0,0,20260423,20260519
437,1,1,1,1,1,0,0,20260419,20260420
438,1,1,1,1,1,1,0,20260423,20260519
439,0,0,0,0,0,1,0,20260419,20260420
440,1,1,1,1,1,0,0,20260423,20260519
441,0,0,0,0,0,1,0,20260423,20260519
442,1,1,1,1,1,1,0,20260419,20260420
443,1,1,1,1,1,0,0,20260419,20260420
444,1,1,1,1,1,0,0,20260423,20260519
445,1,1,1,1,1,1,0,20260419,20260420
446,1,1,1,1,1,1,0,20260423,20260519
447,0,0,0,0,0,1,0,20260419,20260420
448,0,0,0,0,0,1,0,20260423,20260519
449,1,1,1,1,1,1,0,20260419,20260420
450,0,0,0,0,0,1,0,20260423,20260519
451,1,1,1,1,1,0,0,20260419,20260420
452,0,0,0,0,0,1,0,20260419,20260420
453,1,1,1,1,1,0,0,20260423,20260519
454,1,1,1,1,1,1,0,20260423,20260519
455,1,1,1,1,1,0,0,20260423,20260519
456,1,1,1,1,1,0,0,20260419,20260420
457,0,0,0,0,0,1,0,20260423,20260519
458,1,1,1,1,1,0,0,20260419,20260421
459,1,1,1,1,1,0,0,20260423,20260519
460,0,0,0,0,0,1,0,20260419,20260421
461,0,0,0,0,0,1,0,20260423,20260519
462,1,1,1,1,1,0,0,20260419,20260420
463,0,0,0,0,0,1,0,20260419,20260420
464,1,1,1,1,1,1,0,20260423,20260519
465,1,1,1,1,1,0,0,20260423,20260519
466,1,1,1,1,1,1,0,20260419,20260420
467,1,1,1,1,1,0,0,20260419,20260420
468,1,1,1,1,1,0,0,20260423,20260519
469,1,1,1,1,1,1,0,20260419,20260420
470,1,1,1,1,1,1,0,20260423,20260519
471,1,1,1,1,1,0,0,20260419,20260420
472,1,1,1,1,1,0,0,20260423,20260519
473,1,1,1,1,1,0,0,20260423,20260519
474,1,1,1,1,1,0,0,20260419,20260420
475,1,1,1,1,1,1,0,20260419,20260420
476,1,1,1,1,1,0,0,20260419,20260420
477,1,1,1,1,1,1,0,20260423,20260519
478,1,1,1,1,1,0,0,20260423,20260519
479,1,1,1,1,1,0,0,20260419,20260420
480,1,1,1,1,1,0,0,20260423,20260519
481,1,1,1,1,1,0,0,20260419,20260420
482,1,1,1,1,1,0,0,20260423,20260519
483,1,1,1,1,1,0,0,20260423,20260519
484,1,1,1,1,1,1,0,20260423,20260519
485,1,1,1,1,1,0,0,20260419,20260421
486,1,1,1,1,1,1,0,20260419,20260421
487,1,1,1,1,1,0,0,20260419,20260519
488,1,1,1,1,1,0,0,20260419,20260519
489,1,1,1,1,1,0,0,20260419,20260519
490,1,1,1,1,1,0,0,20260419,20260519
491,1,1,1,1,1,0,0,20260419,20260420
492,0,0,0,0,0,1,0,20260423,20260519
493,1,1,1,1,1,0,0,20260423,20260519
494,0,0,0,0,0,1,0,20260419,20260420
495,1,1,1,1,1,0,0,20260419,20260421
496,1,1,1,1,1,0,0,20260423,20260519
497,1,1,1,1,1,0,0,20260421,20260519
498,0,0,0,0,0,1,0,20260421,20260519
499,1,1,1,1,1,0,0,20260421,20260519
500,1,1,1,1,1,0,0,20260423,20260519
501,0,0,0,0,0,1,0,20260423,20260519
502,0,0,0,0,0,1,0,20260419,20260421
503,1,1,1,1,1,0,0,20260419,20260421
504,1,1,1,1,1,1,0,20260423,20260519
505,1,1,1,1,1,1,0,20260419,20260421
506,1,1,1,1,1,0,0,20260419,20260519
507,1,1,1,1,1,0,0,20260419,20260519
508,1,1,1,1,1,0,0,20260419,20260519
509,1,1,1,1,1,0,0,20260422,20260519
510,1,1,1,1,1,0,0,20260419,20260420
511,1,1,1,1,1,0,0,20260419,20260519
512,1,1,1,1,1,1,0,20260419,20260420
513,1,1,1,1,1,1,0,20260423,20260519
514,1,1,1,1,1,0,0,20260419,20260519
515,1,1,1,1,1,0,0,20260419,20260519
516,1,1,1,1,1,0,0,20260423,20260519
517,1,1,1,1,1,0,0,20260419,20260421
518,0,0,0,0,0,1,0,20260423,20260519
519,0,0,0,0,0,1,0,20260419,20260421
520,0,0,0,0,0,1,0,20260423,20260519
521,1,1,1,1,1,0,0,20260419,20260420
522,1,1,1,1,1,0,0,20260423,20260519
523,0,0,0,0,0,1,0,20260419,20260420
524,1,1,1,1,1,1,0,20260419,20260421
525,1,1,1,1,1,1,0,20260423,20260519
526,1,1,1,1,1,0,0,20260423,20260519
527,1,1,1,1,1,0,0,20260419,20260420
528,1,1,1,1,1,0,0,20260419,20260519
529,0,0,0,0,0,1,0,20260419,20260519
530,0,0,0,0,0,1,0,20260423,20260519
531,1,1,1,1,1,0,0,20260419,20260420
532,0,0,0,0,0,1,0,20260419,20260420
533,1,1,1,1,1,1,0,20260423,20260519
534,1,1,1,1,1,1,0,20260419,20260420
535,1,1,1,1,1,0,0,20260423,20260519
536,0,0,0,0,0,1,0,20260423,20260519
537,0,0,0,0,0,1,0,20260419,20260420
538,1,1,1,1,1,1,0,20260423,20260519
539,0,0,0,0,0,0,1,20260419,20260420
540,1,1,1,1,1,1,0,20260419,20260420
541,1,1,1,1,1,0,0,20260419,20260420
542,0,0,0,0,0,0,1,20260423,20260519
543,1,1,1,1,1,0,0,20260423,20260519
544,0,0,0,0,0,1,0,20260419,20260420
545,0,0,0,0,0,0,1,20260423,20260519
546,1,1,1,1,1,0,0,20260419,20260420
547,0,0,0,0,0,0,1,20260419,20260420
548,1,1,1,1,1,0,0,20260423,20260519
549,0,0,0,0,0,1,0,20260423,20260519
550,0,0,0,0,0,0,1,20260419,20260420
551,0,0,0,0,0,1,0,20260419,20260420
552,1,1,1,1,1,1,0,20260419,20260420
553,0,0,0,0,0,1,0,20260423,20260519
554,1,1,1,1,1,0,0,20260423,20260519
555,1,1,1,1,1,1,0,20260423,20260519
556,1,1,1,1,1,0,0,20260419,20260420
557,0,0,0,0,0,0,1,20260423,20260519
558,1,1,1,1,1,0,0,20260423,20260519
559,1,1,1,1,1,1,0,20260423,20260519
560,1,1,1,1,1,0,0,20260419,20260421
561,1,1,1,1,1,1,0,20260419,20260421
562,1,1,1,1,1,0,0,20260419,20260420
563,1,1,1,1,1,0,0,20260423,20260519
564,1,1,1,1,1,0,0,20260423,20260519
565,1,1,1,1,1,0,0,20260419,20260420
566,1,1,1,1,1,0,0,20260423,20260519
567,1,1,1,1,1,0,0,20260419,20260420
568,1,1,1,1,1,0,0,20260419,20260420
569,0,0,0,0,0,1,0,20260423,20260519
570,0,0,0,0,0,1,0,20260419,20260420
571,1,1,1,1,1,0,0,20260423,20260519
572,1,1,1,1,1,1,0,20260419,20260420
573,1,1,1,1,1,1,0,20260423,20260519
574,1,1,1,1,1,0,0,20260423,20260519
575,1,1,1,1,1,0,0,20260419,20260421
576,0,0,0,0,0,1,0,20260423,20260519
577,0,0,0,0,0,1,0,20260419,20260421
578,1,1,1,1,1,0,0,20260422,20260519
579,1,1,1,1,1,0,0,20260419,20260420
580,0,1,1,1,1,1,1,20260419,20260420
